No,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Vendor,DHL WH,JDN MZD,AAA Storage,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,Stack_Status,Source_File,HAULER,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
243,PRL-MIR-002-O Lot 8,HVDC-ADOPT-HE-0155,MIR,EQ-001,207978,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,ESTELLE Maersk,Sweden,Gothenburg,Khalifa port,2024-05-23,2024-07-03,,2024-07-11,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Al Markaz,2024-07-11,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Al Markaz,
244,PRL-MIR-002-O lot 3,HVDC-ADOPT-HE-0142,MIR,EQ-001,207979,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,Edith Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-28,2025-06-29,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-06-29,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
245,PRL-MIR-002-O lot 3,HVDC-ADOPT-HE-0142,MIR,EQ-001,207980,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,Edith Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-28,2025-06-29,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-06-29,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
246,PRL-MIR-002-O Lot 4,HVDC-ADOPT-HE-0146,MIR,EQ-001,207981,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,EDITH Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-17,2024-06-22,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-06-22,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
247,PRL-MIR-002-O Lot 8,HVDC-ADOPT-HE-0155,MIR,EQ-001,207982,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,ESTELLE Maersk,Sweden,Gothenburg,Khalifa port,2024-05-23,2024-07-03,,2024-07-11,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Al Markaz,2024-07-11,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Al Markaz,
248,PRL-MIR-002-O Lot 4,HVDC-ADOPT-HE-0146,MIR,EQ-001,207983,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,EDITH Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-17,2024-06-22,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-06-22,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
249,PRL-MIR-002-O Lot 4,HVDC-ADOPT-HE-0146,MIR,EQ-001,207984,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,EDITH Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-17,2024-06-22,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-06-22,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
250,PRL-MIR-002-O Lot 8,HVDC-ADOPT-HE-0155,MIR,EQ-001,207985,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,ESTELLE Maersk,Sweden,Gothenburg,Khalifa port,2024-05-23,2024-07-03,,2024-07-12,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Al Markaz,2024-07-12,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Al Markaz,
251,PRL-MIR-002-O Lot 4,HVDC-ADOPT-HE-0146,MIR,EQ-001,207986,1,Indoor,Layer 12 Cells - Mirfa,365.0,233.0,172.0,14.62774,4500.0,5000.0,Stackable x1,85044083,SEK,2079511.08,EDITH Maersk,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-17,2024-06-22,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-06-22,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
252,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207987,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-06-04,,,,,,,2025-03-15,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-15,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-15
253,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207988,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-06-05,,,,,,,2025-03-18,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-18,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-18
254,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207989,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-05-31,,,,,,,2025-03-18,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-18,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-18
255,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207990,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-04,2024-06-05,,,,,,,2025-03-16,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-16,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-16
256,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207991,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-06,2024-05-30,,,,,,,2025-03-15,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-15,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-15
257,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207992,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-04,2024-06-04,,,,,,,2025-03-15,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-15,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-15
258,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207993,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-06-05,,,,,,,2025-03-18,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-18,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-18
259,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207994,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-04,2024-06-04,,,,,,,2025-03-15,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-15,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-15
260,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207995,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-06-05,,,,,,,2025-03-18,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-18,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-18
261,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207996,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-03,2024-06-05,,,,,,,2025-03-18,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-18,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-18
262,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207997,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-04,2024-06-04,,,,,,,2025-03-15,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-15,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-15
263,PRL-SHU-002-O LOT 8-1,HVDC-ADOPT-HE-0084-1,SHU,EQ-001,207998,1,Indoor,Layers,365.0,233.0,172.0,14.62774,4250.0,5000.0,Stackable X1,85049000,SEK,2079700.0,ELLY Maersk,Sweden,Gothenburg,Khalifa port,2024-02-15,2024-03-27,2024-04-04,2024-06-05,,,,,,,2025-03-16,,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,SHU,2025-03-16,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,SHU,2025-03-16
264,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,207999,1,Outdoor Covered,Transformer unit 8721330,690.0,392.0,491.0,132.80568,169166.0,169166.0,Not Stackable,85042300,SEK,40353353.68,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,2024-04-21,,,,,2024-11-01,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-11-01,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
265,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208000,1,Outdoor Covered,Transformer Accessories 8721330,80.0,60.0,53.0,0.2544,30.0,45.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-05-19,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
266,PRL-DAS-008-O2,HVDC-ADOPT-HE-0089,DAS,EQ-002,208001,1,Indoor,Transformer Accessories 8721330 (DGD),40.0,30.0,40.0,0.048,10.0,12.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-04-26,,,,2025-07-11,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-07-11,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
267,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208002,1,Outdoor Covered,Transformer Accessories 8721330,930.0,99.0,133.0,12.24531,2740.0,3650.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,2025-02-22,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-02-22,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
268,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208003,1,Outdoor Covered,Transformer Accessories 8721330,930.0,99.0,133.0,12.24531,2740.0,3650.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,MOSB,2024-05-09,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,MOSB,
269,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208004,1,Outdoor Covered,Transformer Accessories 8721330,315.0,56.0,64.0,1.12896,290.0,385.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-07-14,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-07-14,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
270,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208005,1,Outdoor Covered,Transformer Accessories 8721330,194.0,44.0,51.0,0.435336,115.0,160.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-08-06,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-06,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
271,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208006,1,Outdoor Covered,Transformer Accessories 8721330,700.0,220.0,200.0,30.8,1989.0,2950.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-06-04,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-06-04,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
272,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208007,1,Outdoor Covered,Transformer Accessories 8721330,700.0,220.0,200.0,30.8,1989.0,2950.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-08-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
273,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208008,1,Outdoor Covered,Transformer Accessories 8721330,700.0,220.0,200.0,30.8,1989.0,2950.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-11-26,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-11-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
274,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208009,1,Outdoor Covered,Transformer Accessories 8721330,700.0,220.0,200.0,30.8,1989.0,2950.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-11-26,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-11-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
275,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208010,1,Outdoor Covered,Transformer Accessories 8721330,235.0,185.0,90.0,3.91275,650.0,850.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,2024-08-06,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-06,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
276,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208011,1,Outdoor Covered,Transformer Accessories 8721330,441.0,230.0,229.0,23.22747,2455.0,3118.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-08-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
277,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208012,1,Outdoor Covered,Transformer Accessories 8721330,390.0,240.0,196.0,18.3456,2000.0,2600.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-08-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
278,PRL-DAS-008-O2,HVDC-ADOPT-HE-0089,DAS,EQ-002,208013,1,Indoor,Transformer Accessories 8721330,402.0,203.0,255.0,20.80953,1600.0,2000.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,2024-04-26,,,,,,,,,2025-07-08,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-07-08,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
279,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208014,1,Outdoor Covered,Transformer Accessories 8721330,300.0,160.0,187.0,8.976,1591.0,1927.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-11,,,,2024-09-02,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-09-02,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
280,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208015,1,Outdoor Covered,Transformer Accessories 8721330,300.0,160.0,187.0,8.976,1591.0,1927.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-02-22,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-02-22,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
281,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208016,1,Outdoor Covered,Transformer Accessories 8721330,200.0,105.0,175.0,3.675,630.0,760.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-05-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
282,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208017,1,Outdoor Covered,Transformer Accessories 8721330,660.0,210.0,152.0,21.0672,1200.0,1600.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,2025-02-06,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-02-06,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
283,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208018,1,Outdoor Covered,Transformer Accessories 8721330,171.0,172.0,146.0,4.294152,371.0,571.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-08-06,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-06,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
284,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208019,1,Outdoor Covered,Transformer Accessories 8721330,136.0,136.0,111.0,2.053056,50.0,145.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-06-04,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-06-04,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
285,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208020,1,Outdoor Covered,Transformer Accessories 8721330,136.0,136.0,111.0,2.053056,50.0,145.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,2024-05-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
286,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208021,1,Outdoor Covered,Transformer Accessories 8721330,132.0,62.0,73.0,0.597432,28.0,61.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-05-27,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-27,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
287,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208022,1,Outdoor Covered,Transformer Accessories 8721330,80.0,60.0,53.0,0.2544,10.0,23.0,Stackable 600kg/m2,85042300,SEK,584831.21,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-05-19,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
288,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208026,1,Outdoor Covered,Transformer unit 8721331,690.0,392.0,491.0,132.80568,169166.0,169166.0,Not Stackable,85042300,SEK,40353353.68,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,2024-04-21,,,,,2024-11-01,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-11-01,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
289,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208027,1,Outdoor Covered,Transformer Accessories 8721331,80.0,60.0,53.0,0.2544,28.0,41.0,Stackable 600kg/m2,85042300,SEK,611414.44,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-10,,,,2024-05-19,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-05-19,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
290,PRL-DAS-008-O2,HVDC-ADOPT-HE-0089,DAS,EQ-002,208028,1,Indoor,Transformer Accessories 8721331 (DGD),40.0,30.0,40.0,0.048,10.0,12.0,Stackable 600kg/m2,85042300,SEK,611414.44,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-04-26,,,,2025-07-11,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-07-11,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
291,PRL-DAS-008-O1,HVDC-ADOPT-HE-0088,DAS,EQ-002,208029,1,Outdoor Covered,Transformer Accessories 8721331,930.0,99.0,133.0,12.24531,2740.0,3650.0,Stackable 600kg/m2,85042300,SEK,611414.44,BBC Sebastopol,Brazil,Itaguai,Mina Zayed,2024-02-20,2024-04-20,,,,,,2024-05-09,,,,2024-11-26,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-11-26,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
